Date,Site,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Arrival_Time,Departure_Time,Lat_deg,Long_deg,Wind_speed_ms-1,Sky,Secchi_Depth_m,Temp_C,SpCond_uScm-1,BeamAtten_m-1,Transmiss_pct,DO_mgL-1,PAR_uEcm-2s-1,Turbidity_NTU,Particulate_Microcystin_ugL-1,Dissolved_Microcystin_ugL-1,Extracted_PC_ugL-1,Extracted_CHLa_ugL-1,Total_cyanobacteria_genes_copiesmL-1,mycE_genes_copiesmL-1,DIC (uM),TALK,Date_Dec
10/14/25,WE9,2.5,0.75,S,12:29,12:41,41.7177,-83.4235,1.54,Sunny,1,17.73205556,331.175037,4.517707407,33.33294444,7.148348148,932.52,5.94,0.331414798,0.272809534,,15.84,,,ns,,2025.786111
10/14/25,WE12,6.5,0.75,S,11:37,11:47,41.7031,-83.2541,2.06,Partly cloudy,1.5,18.62733333,271.4997778,4.877816667,29.53926667,7.729744444,206.54,5.77,BDL,0.228616654,,7.26,,,ns,,2025.786111
10/14/25,WE12,,6,B,,,,,,,,18.44410769,273.0423846,4.959976923,28.94047692,7.518238462,4.67,,BDL,0.169641236,,6.78,,,ns,,2025.786111
10/14/25,WE13,,0.75,S,10:40,10:49,41.7424,-83.1359,3.09,Sunny,2,18.88853125,274.9619375,4.5931125,33.7723375,7.532125,159.88,3.73,BDL,0.726402772,,5.78,,,ns,,2025.786111
10/14/25,WE13,8.9,8,B,,,,,,,,18.8039,275.04425,3.756625,39.0958125,7.5583625,2.18,,BDL,0.495043935,,4.9,,,ns,,2025.786111
10/14/25,WE16,6,0.75,S,11:07,11:18,41.6588,-83.1449,2.06,Partly cloudy,2.5,18.48531111,249.5213333,3.298366667,43.84142222,7.774833333,352.31,3.55,BDL,0.215814682,,3.73,,,ns,,2025.786111
10/20/25,WE2,5.3,0.75,S,11:51,12:05,41.7624,-83.3304,6,Clear,1.25,16.4821,286.1973182,4.895054545,29.48706818,7.614718182,1262.987,7.77,BDL,0.219650526,,7.11,,,,,2025.802778
10/20/25,WE2,,4.3,B,,,,,,,,16.49298333,286.564,4.7751,30.30751667,8.0471,21.86715385,,BDL,0.235964383,,6.49,,,,,2025.802778
10/20/25,WE6,2.8,0.75,S,11:05,11:14,41.7054,-83.3857,6,Clear,1.25,15.282625,310.43275,5.60575,25.913075,8.6566125,859.9757143,8.94,BDL,0.234809816,,5.15,,,,,2025.802778
10/20/25,WE8,4.9,0.75,S,10:16,10:30,41.834,-83.3597,4.5,Clear,1.5,16.46965,304.8455,5.15299,27.94085,8.31209,98.17255556,6.61,BDL,0.28232218,,12.12,,,,,2025.802778
10/20/25,WE8,,3.9,B,,,,,,,,16.46153333,304.7491111,4.854055556,29.71531111,7.858655556,5.80723,,BDL,0.207819176,,11.54,,,,,2025.802778
10/20/25,WE9,2.2,0.75,S,11:22,11:33,41.7177,-83.4238,4.5,Clear,0.75,15.334885,347.1947,9.092305,10.306275,8.4496,632.6504348,21.77,BDL,0.341634483,,7.73,,,,,2025.802778
