Date,Site,Station_Depth_m,Sample_Depth_m,Sample_Depth_category,Arrival_Time,Departure_Time,Lat_deg,Long_deg,Wind_speed_ms-1,Sky,Secchi_Depth_m,Temp_C,SpCond_uScm-1,BeamAtten_m-1,Transmiss_pct,DO_mgL-1,PAR_uEcm-2s-1,Turbidity_NTU,Particulate_Microcystin_ugL-1,Dissolved_Microcystin_ugL-1,Extracted_PC_ugL-1,Extracted_CHLa_ugL-1,Total_cyanobacteria_genes_copiesmL-1,mycE_genes_copiesmL-1,DIC (uM),TALK,Date_Dec
5/19/25,WE16,6.4,0.75,S,10:18,10:32,41.65985,-83.145,3.09,Cloudy,,15.58491892,341.52475,4.125812162,35.67491081,10.3375723,226.5533108,11.38,BDL,0.1,0.16,4.79,24774,BDL,2019.638333,2020.627076,2025.383333
6/2/25,WE2,5.5,0.75,S,11:54,N/A,41.76186667,-83.33136667,3.09,"Clear, Haze",2,17.32965,273.5328333,3.725183333,39.55448333,8.912141667,2568.391667,3.37,BDL,0.13,1.02,8.95,61743,BDL,1849.836667,1894.600968,2025.419444
6/2/25,WE2,,4.5,B,,,,,,,,16.49546923,270.8674615,5.972669231,22.47400769,8.880738462,164.1538462,,BDL,BDL,0.13,4.62,NS,NS,NS,NS,2025.419444
6/2/25,WE4,8.6,0.75,S,8:48,9:02,41.8271,-83.19636667,4.63,Clear,2.8,14.63083394,233.8518349,2.887508716,48.6201555,7.867246789,379.5593119,2.09,BDL,BDL,0.06,1.94,1568,BDL,1691.29,1663.658468,2025.419444
6/2/25,WE6,3.2,0.75,S,0:00,11:10,41.70311667,-83.38331667,1.54,N/A,1.5,17.14119167,370.4163333,5.282575,29.95906667,8.7376,2636.808333,5.34,BDL,BDL,0.64,7.4,144753,BDL,2124.328333,2199.643468,2025.419444
6/2/25,WE8,5.2,0.75,S,8:11,8:25,41.83341667,-83.36035,5.14,"Clear, Haze",2,16.41715953,294.9318599,3.852503502,38.3137751,8.263517899,418.6344358,2.75,BDL,0.16,0.73,8.93,85334,BDL,1884.673333,1957.034468,2025.419444
6/2/25,WE8,,4.2,B,,,,,,,,16.19293846,290.3493077,2.844846154,49.10551538,8.920076923,66.10684615,,BDL,BDL,0.46,3.47,NS,NS,NS,NS,2025.419444
6/2/25,WE9,2.7,0.75,S,11:24,11:36,41.71775,-83.42406667,2.06,"Clear, Haze",0.75,18.24997377,539.6615738,8.730579235,11.3404929,5.904596721,1464.385792,24.99,BDL,BDL,0.35,15.9,181073,BDL,2777.821667,2864.902968,2025.419444
6/2/25,WE12,6.8,0.75,S,10:22,10:35,41.70273333,-83.25298333,3.6,"Clear, Haze",N/A,16.79736207,297.2606798,5.005457143,28.61739606,6.797878325,1604.385714,5.93,BDL,BDL,0.93,12.94,116389,BDL,1896.423333,1959.963968,2025.419444
6/2/25,WE12,,5.8,B,,,,,,,,16.42464167,291.6173333,4.992216667,28.70690833,9.383375,11.25438333,,BDL,0.1,0.23,6.76,NS,NS,NS,NS,2025.419444
6/2/25,WE13,9.1,0.75,S,9:21,9:32,41.74345,-83.13618333,4.63,"Clear, Haze",2.5,16.004125,250.9995833,4.487291667,34.544775,9.106366667,1350.441667,2.61,BDL,BDL,0.23,4.81,12283,BDL,1764.658333,1835.213468,2025.419444
6/2/25,WE13,,8.1,B,,,,,,,,15.95473846,254.5693846,3.813346154,38.60807692,9.440138462,18.34330769,,BDL,BDL,0.42,4.11,NS,NS,NS,NS,2025.419444
6/2/25,WE16,6.2,0.75,S,9:52,10:03,41.65943333,-83.14518333,3.09,"Clear, Haze",1.5,16.21720833,345.394,4.754841667,32.59355833,8.660133333,1749.535833,6.94,BDL,BDL,0.24,5.9,50191,BDL,2045.303333,2112.308968,2025.419444
6/16/25,WE2,5.6,0.75,S,11:27,11:40,41.76218333,-83.32986667,3.09,Partly cloudy,1,18.14625584,402.8055482,6.595390863,19.24972234,7.05437868,1338.079898,10.44,BDL,BDL,0.81,19.35,312734,BDL,1929.616667,2021.44829,2025.458333
6/16/25,WE2,,4.6,B,,,,,,,,19.12043333,403.1380476,6.342271429,20.48331429,8.5096,7.916966667,,BDL,0.12,0.95,19.65,NS,NS,NS,NS,2025.458333
6/16/25,WE4,8.7,0.75,S,8:40,8:51,41.82668333,-83.19555,4.63,Partly cloudy,1.5,17.55476667,234.7421111,7.029411111,22.59986667,9.830277778,392.5588889,6.09,BDL,BDL,0.18,11.41,157686,BDL,1703.125,1752.44829,2025.458333
6/16/25,WE6,3.3,0.75,S,10:44,10:54,41.7056,-83.38471667,1.54,Partly cloudy,1,18.42484918,406.9058361,7.260714754,16.40092951,7.942247541,1047.532623,15.51,BDL,BDL,0.34,21.58,607742,BDL,1974.55,2114.69929,2025.458333
6/16/25,WE8,5.2,0.75,S,7:58,8:14,41.8342,-83.35958333,5.14,Cloudy,1.25,19.15484828,211.3441256,6.299324877,20.8126468,8.342147291,223.9339163,8.51,BDL,BDL,1.12,21.97,399936,BDL,1879.975,1947.15979,2025.458333
6/16/25,WE8,,4.2,B,,,,,,,,19.70806667,227.164,6.1644,21.41453333,9.325055556,3.104,,BDL,BDL,1.3,18.59,NS,NS,NS,NS,2025.458333
6/16/25,WE9,3,0.75,S,11:02,11:11,41.71771667,-83.42316667,2.06,Partly cloudy,0.75,18.75845818,401.2233212,8.755433939,11.48432,6.432067879,937.8533939,21.22,BDL,0.14,2.61,20.87,627203,34,2391.856667,2490.90979,2025.458333
6/16/25,WE12,6.9,0.75,S,10:12,10:23,41.70286667,-83.25326667,3.6,N/A,1,18.26693333,397.8138704,6.479742593,19.81062037,8.739425926,847.2614815,8.45,BDL,BDL,1.43,42.6,649810,62,1960.656667,2083.70129,2025.458333
6/16/25,WE12,,5.9,B,,,,,,,,19.07796667,397.323,6.840758333,18.08953333,9.491183333,0.929084167,,BDL,BDL,0.49,35.55,NS,NS,NS,NS,2025.458333
6/16/25,WE13,9.2,0.75,S,9:12,9:27,41.74331667,-83.13638333,4.63,Partly cloudy,1.25,17.3853875,384.265625,6.8934125,18.644725,9.2171375,1545.6875,6.84,BDL,BDL,0.03,2.41,11335,BDL,1744.085,1778.59729,2025.458333
6/16/25,WE13,,8.2,B,,,,,,,,18.51622941,390.7695294,6.408888235,20.14892941,8.201623529,1.866141176,,BDL,0.12,0.07,2.57,NS,NS,NS,NS,2025.458333
6/16/25,WE16,6.4,0.75,S,9:45,9:55,41.6605,-83.11966667,3.09,Partly cloudy,1.5,18.215775,388.443125,5.8956125,29.8783375,9.5713625,1142.16,6.2,BDL,BDL,0.05,6.34,116048,BDL,2008.751667,2062.69429,2025.458333
6/23/25,WE2,5.6,0.75,S,12:05,12:18,41.76198333,-83.33008333,4.12,Clear,2,25.29107,407.558,4.79618,35.76365,8.17812,3530.32727,5.03,BDL,0.12,1.6,11.77,315966,BDL,2228.3,2331.122345,2025.477778
6/23/25,WE2,,4.6,B,,,,,,,,21.139,260.18033,2.34035,55.70582,7.19707,34.24127,,BDL,BDL,0.35,13.6,NS,NS,NS,NS,2025.477778
6/23/25,WE4,8.6,0.75,S,8:56,9:08,41.8266,-83.19565,4.12,Clear,3,23.68575,275.84591,3.57118,43.83079,8.61195,628.95455,2.03,BDL,BDL,3.7,13.59,185141,BDL,1738.065,1845.461845,2025.477778
6/23/25,WE6,3.3,0.75,S,11:12,11:23,41.70688333,-83.38615,4.63,Clear,1,25.35829,446.2391,6.04027,25.70842,7.83099,3130.27,10.2,BDL,BDL,1.45,36,500124,BDL,2330.213333,2418.106345,2025.477778
6/23/25,WE8,5.1,0.75,S,8:12,8:30,41.83395,-83.36081667,3.09,Clear,2.5,23.95317,345.44615,1.81466,64.50491,6.60378,186.44761,3.96,BDL,0.16,0.97,2.32,25326,BDL,2005.761667,2077.119345,2025.477778
6/23/25,WE8,,4.1,B,,,,,,,,21.94068,328.13563,1.65809,66.06683,6.68239,17.82988,,BDL,0.11,0.12,1.72,NS,NS,NS,NS,2025.477778
6/23/25,WE9,2.8,0.75,S,11:31,11:45,41.7178,-83.424,5.66,Clear,0.75,24.35279,412.52682,9.71043,10.22064,7.75391,3127.10909,18.57,BDL,BDL,2.11,32.73,433914,39,2270.621667,2329.849845,2025.477778
6/23/25,WE12,6.7,0.75,S,10:35,10:49,41.70306667,-83.2552,5.14,Clear,2.25,23.71013,279.72807,5.97861,34.46765,8.47715,2542.24286,3.9,BDL,BDL,0.78,10.19,113772,BDL,1787.24,1884.448845,2025.477778
6/23/25,WE12,,5.7,B,,,,,,,,20.02932,243.85838,4.82312,30.54991,7.13989,52.85362,,BDL,BDL,0.38,30.7,NS,NS,NS,NS,2025.477778
6/23/25,WE13,9.2,0.75,S,9:27,9:39,41.745,-83.1373,3.6,Clear,3.5,22.42914,233.63788,1.87415,64.35116,7.83476,1231.81931,1.48,BDL,0.14,0.2,3.78,5784,BDL,1644.655,1693.035845,2025.477778
6/23/25,WE13,,8.2,B,,,,,,,,19.57543,230.739,4.00935,36.75138,7.01483,53.64631,,BDL,BDL,0.38,3.87,NS,NS,NS,NS,2025.477778
6/23/25,WE16,6.4,0.75,S,9:58,10:15,41.66076667,-83.1461,5.66,Clear,2.5,23.02952,247.7479,4.85753,42.49263,8.52929,2459.95,2.76,BDL,0.16,1.78,6.25,110522,24,1693.608333,1766.025345,2025.477778
6/30/25,WE2,5.6,0.75,S,11:52,12:05,41.76215,-83.32986667,3,,3.5,25.70415676,294.5039297,1.430705405,70.85952324,5.891239459,368.4134054,1.47,BDL,BDL,1.01,3.44,1516,BDL,1862.73,1948.963694,2025.497222
6/30/25,WE2,,4.6,B,,,,,,,,24.82836061,286.3952424,1.61470303,66.7928303,6.320154545,31.29648485,,BDL,BDL,0.42,3.57,NS,NS,NS,NS,2025.497222
6/30/25,WE4,8.6,0.75,S,8:54,9:12,41.82591667,-83.19728333,5,Cloudy,3,25.8142376,306.612148,1.580834,68.7160524,6.472872,375.54684,0.95,BDL,BDL,0.48,3.25,7653,BDL,1609.326667,1695.323194,2025.497222
6/30/25,WE6,3.2,0.75,S,11:12,11:20,41.70575,-83.38458333,5.5,Cloudy,2.5,26.83001753,430.975974,2.151830519,59.41760584,4.371513636,1145.882403,4.47,BDL,BDL,0.69,7.81,120005,BDL,2339.231667,2390.273194,2025.497222
6/30/25,WE8,5.3,0.75,S,8:14,8:25,41.8335,-83.35845,7,Cloudy,2.5,24.66096473,235.7993661,2.575871429,62.4115683,7.973483482,347.2295982,1.84,BDL,BDL,0.87,4.14,2895,BDL,1930.77,1986.093694,2025.497222
6/30/25,WE8,,4.3,B,,,,,,,,21.8277,244.4070909,1.5671,67.5975,4.034345455,24.44345455,,BDL,BDL,1.01,4.16,NS,NS,NS,NS,2025.497222
6/30/25,WE9,2.9,0.75,S,11:27,11:36,41.7179,-83.42325,6,Cloudy,1,26.9475,461.8834539,4.744638158,30.93924934,4.643674342,664.2839474,9.25,BDL,BDL,0.73,37.21,778072,13,2524.993333,2581.941194,2025.497222
6/30/25,WE12,6.8,0.75,S,10:40,10:50,41.7029,-83.25446667,8.5,Cloudy,2.75,25.9926725,308.5624375,1.657360625,66.46760063,5.677835625,455.6875,2.07,BDL,BDL,2.51,6.03,8706,BDL,1918.608333,1991.096694,2025.497222
6/30/25,WE12,,5.8,B,,,,,,,,20.98933333,250.6588571,4.645947619,31.40221429,3.915733333,17.47657143,,BDL,0.1,0.19,3.8,NS,NS,NS,NS,2025.497222
6/30/25,WE13,9.1,0.75,S,9:33,9:51,41.74213333,-83.13675,7,,3.5,25.57216966,259.6028483,1.380277931,71.92116138,7.206928276,563.591931,0.99,BDL,BDL,0.4,2.97,2272,BDL,1710.021667,1812.038694,2025.497222
6/30/25,WE13,,8.1,B,,,,,,,,20.75658889,238.6031111,5.249355556,26.92286667,4.609688889,20.63422222,,BDL,BDL,0.46,2.8,NS,NS,NS,NS,2025.497222
6/30/25,WE16,6.3,0.75,S,10:09,10:20,41.65913333,-83.14571667,5.5,Drizzle,3,25.73803467,283.03446,1.559717333,69.04533067,6.023538667,926.0808,1.47,BDL,BDL,0.19,2.48,5594,BDL,1828.116667,1903.826694,2025.497222
7/7/25,WE2,5.7,0.75,S,11:55,12:09,41.76263333,-83.32945,6.17,Cloudy,,26.23057071,322.0479214,2.535271429,56.70094071,6.283890714,91.47833571,2.33,BDL,0.11,2.26,9.56,86811,80,1930.716667,,2025.516667
7/7/25,WE2,,4.7,B,,,,,,,,26.42337143,316.0194286,2.147928571,58.45424286,6.156871429,5.113035714,,BDL,0.11,1.27,8.54,NS,NS,NS,NS,2025.516667
7/7/25,WE4,8.6,0.75,S,9:00,9:15,41.82681667,-83.19433333,7.2,"Haze, Cloudy",,25.72324857,255.6982929,1.854881429,65.06409571,6.839342143,185.9843571,0.73,BDL,BDL,0.86,5.57,7152,BDL,1679.845,,2025.516667
7/7/25,WE6,3.1,0.75,S,11:09,11:24,41.70753333,-83.3791,4.12,Showers,,27.34266605,450.6828047,1.758046512,66.9184614,5.324949302,102.4855767,2.37,BDL,BDL,0.1,4.42,115630,BDL,2354.846667,,2025.516667
7/7/25,WE8,5.1,0.75,S,8:17,8:34,41.83398333,-83.36085,2.57,"Haze, Cloudy",,26.34728438,295.9358281,1.91258125,62.17516094,5.511410156,307.2169922,1.73,BDL,BDL,2.24,7.93,4572,18,1881.195,,2025.516667
7/7/25,WE8,,4.1,B,,,,,,,,26.63633077,294.3049231,1.765723077,64.31266923,6.404146154,32.86346154,,BDL,BDL,2.21,7.67,NS,NS,NS,NS,2025.516667
7/7/25,WE9,2.9,0.75,S,11:29,11:38,41.71765,-83.42353333,5.66,Cloudy,,26.68802252,371.0007973,2.898510811,49.22551396,6.263823874,265.3245045,3.53,BDL,0.1,1.56,30.17,670010,67,2129.015,,2025.516667
7/7/25,WE12,6.9,0.75,S,10:34,,41.70275,-83.25315,4.12,Cloudy,,25.80839267,246.77228,2.327700667,59.33408867,7.051784667,393.1002667,1.37,BDL,BDL,2.64,8.81,8472,BDL,1647.226667,,2025.516667
7/7/25,WE12,,5.9,B,,,,,,,,22.72540952,258.6741429,3.552833333,42.47827619,2.587638095,35.95185714,,BDL,BDL,2.29,8.81,NS,NS,NS,NS,2025.516667
7/7/25,WE13,9.1,0.75,S,9:35,9:47,41.74398333,-83.13773333,3.6,"Haze, Cloudy",,25.55939774,232.8715989,1.910279096,64.3742678,7.306663277,473.4646893,0.73,BDL,BDL,1.47,6.5,14515,BDL,1603.253333,,2025.516667
7/7/25,WE13,,8.1,B,,,,,,,,21.10499375,242.3295625,3.25864375,44.4124375,1.74078125,26.0325,,BDL,BDL,0.78,6.18,NS,NS,NS,NS,2025.516667
7/7/25,WE16,6.2,0.75,S,10:06,10:14,41.65926667,-83.14503333,4.12,Cloudy,,26.11791223,267.8971485,2.460310917,57.05761223,6.919941921,113.7393188,1.36,BDL,BDL,1.9,8.1,19916,35,1739.901667,,2025.516667
7/14/25,WE2,5.4,0.75,S,12:56,1:15,41.76168333,-83.33088333,1.03,Clear,3,26.70465217,262.4588478,2.144819565,61.93887391,5.949713043,2248.830435,2.09,BDL,BDL,1.11,5.2,10158,114,1740.675,1803.647792,2025.536111
7/14/25,WE2,,4.4,B,,,,,,,,26.22317143,266.3742381,2.003814286,60.60276667,6.89742381,335.6780952,,BDL,BDL,1.6,6.06,NS,NS,,,2025.536111
7/14/25,WE4,8.6,0.75,S,9:26,9:43,41.82786667,-83.19526667,5.14,Clear,2.5,25.23828163,254.3737653,2.11374949,60.86326122,5.955360714,475.2626531,2.88,BDL,BDL,2.72,11.66,24453,BDL,1711.478333,1786.509757,2025.536111
7/14/25,WE6,3,0.75,S,11:59,12:15,41.70575,-83.3843,2.57,Clear,2.75,27.36499091,429.6172727,3.313472727,52.57080909,7.309490909,2895.472727,1.51,BDL,0.14,3.69,9.34,49584,41,2195.761667,2335.620717,2025.536111
7/14/25,WE8,5.1,0.75,S,8:36,9:02,41.83428,-83.360077,5.14,Clear,2.5,26.44988244,298.167561,1.642580976,66.32301317,5.374682439,351.7463415,1.38,BDL,BDL,2.25,10.48,73155,BDL,1880.83,1929.251808,2025.536111
7/14/25,WE8,,4.1,B,,,,,,,,26.45560714,298.1364286,1.67915,65.71912857,6.600364286,46.99421429,,BDL,BDL,4.34,10.33,NS,NS,,,2025.536111
7/14/25,WE9,2.9,0.75,S,12:22,12:37,41.71791667,-83.42245,3.6,Clear,2.5,27.26778,393.2643,3.92717,49.12576,6.55931,2962.15,3.9,BDL,BDL,1.06,9.08,78182,BDL,2183.18,2222.324993,2025.536111
7/14/25,WE12,6.7,0.75,S,11:18,11:38,41.7028,-83.25441667,3.6,Clear,2.5,26.29773975,273.6791553,2.771234783,50.74762112,6.675598758,1994.536025,3.44,0.15,BDL,5.89,12.97,22425,85,1770.555,1862.186885,2025.536111
7/14/25,WE12,,5.7,B,,,,,,,,26.36985263,274.2252632,2.687952632,51.06962105,7.385642105,38.03521053,,BDL,BDL,4.6,12.53,NS,NS,,,2025.536111
7/14/25,WE13,9,0.75,S,10:04,10:23,41.74336667,-83.13786667,4.12,Clear,3.75,25.94076471,247.3295882,2.886947059,53.74800588,7.520341176,1816.767059,0.99,BDL,BDL,3.43,7.88,18510,BDL,1654.481667,1749.090955,2025.536111
7/14/25,WE13,,8,B,,,,,,,,24.96187143,245.513,1.831764286,63.38603571,6.346542857,43.60742857,,BDL,BDL,3.7,8,NS,NS,,,2025.536111
7/14/25,WE16,6.2,0.75,S,10:41,10:58,41.65988333,-83.14443333,3.6,Clear,3,25.96402727,258.2455455,6.893081818,22.1249,7.710490909,3360.345455,2.16,BDL,BDL,4.99,9.75,19860,26,1717.316667,1798.244435,2025.536111
7/21/25,WE2,5.6,0.75,S,12:16,12:27,41.76253333,-83.3302,3,,1.25,25.40630874,272.4063224,2.424596175,54.75244153,7.080269399,1973.754098,4.77,0.19,BDL,9.19,13.58,68742,225,1746.335,1836.183528,2025.555556
7/21/25,WE2,,4.6,B,,,,,,,,25.67371538,272.5533077,2.285392308,56.47660769,7.937246154,644.4769231,,0.14,BDL,7.37,12.57,NS,NS,NS,NS,2025.555556
7/21/25,WE4,8.8,0.75,S,9:14,9:27,41.826,-83.19438333,5,Haze,2.5,25.04608161,255.8850402,2.114856322,60.2202046,6.699611494,1434.352184,4.26,BDL,BDL,3.43,9.93,22291,16,1712.458333,1764.899903,2025.555556
7/21/25,WE6,3.2,0.75,S,11:27,11:38,41.70583333,-83.38416667,2.5,Haze,1.25,24.93962453,380.3480377,2.927581761,49.03993899,5.83156478,2094.909434,5.24,0.28,0.16,2.18,11.89,85889,74,2043.965,2090.315844,2025.555556
7/21/25,WE8,5.3,0.75,S,8:28,8:46,41.83508333,-83.35806667,5,Haze,2.25,25.27395257,288.6625657,2.224680571,57.65155314,6.475571429,734.4761714,8.39,BDL,BDL,2.24,12.27,55939,76,1830.613333,1895.91337,2025.555556
7/21/25,WE8,,4.3,B,,,,,,,,25.62036667,288.7934286,2.136504762,58.6184381,7.198661905,184.12,,0.19,BDL,1.84,12.26,NS,NS,NS,NS,2025.555556
7/21/25,WE9,8.5,0.75,S,11:45,11:57,41.71713333,-83.42203333,2.5,Haze,1,25.218176,421.57052,7.3992336,16.0193432,6.032996,1736.0584,14.78,BDL,0.2,4.56,32.48,540632,BDL,2121.661667,2179.144065,2025.555556
7/21/25,WE12,6.8,0.75,S,10:49,11:06,41.70245,-83.25493333,3,"Haze, Partly Cloudy",1.5,25.0766401,260.5758937,3.461885507,44.69443961,7.027561836,1706.978744,2.78,0.12,BDL,7.79,18.68,67279,124,1744.688333,1830.43919,2025.555556
7/21/25,WE12,,5.8,B,,,,,,,,25.40526429,262.0083571,3.026585714,46.92387857,7.967957143,347.3521429,,0.14,BDL,8.77,16.12,NS,NS,NS,NS,2025.555556
7/21/25,WE13,9.2,0.75,S,9:47,10:00,41.74336667,-83.13651667,3.5,Haze,2.5,25.00689573,247.345878,2.915558537,49.08041098,6.793292683,1590.481463,2.11,BDL,BDL,5.15,17.65,43858,28,1683.23,1747.260136,2025.555556
7/21/25,WE13,,8.2,B,,,,,,,,25.22107857,247.9346429,2.695782143,50.96961071,7.493596429,363.3114286,,BDL,BDL,3.88,13.23,NS,NS,NS,NS,2025.555556
7/21/25,WE16,6.4,0.75,S,10:18,10:29,41.66068333,-83.14511667,3.5,Partly Cloudy,2.5,20.90076078,256.3129118,2.080481373,60.27241127,4.119205392,1737.958186,4.41,BDL,0.1,0.89,6.69,15672,29,1714.166667,1753.180616,2025.555556
7/28/25,WE2,5.7,0.75,S,11:59,12:15,41.76245,-83.3296,5,Partly cloudy,2,27.48962842,313.8093895,4.225125263,36.14304211,7.563186316,1958.330526,12.36,1.11,BDL,9.56,18.01,55435,158,1791.95,2014.104758,2025.575
7/28/25,WE2,,5,B,,,,,,,,26.25213636,269.7325455,3.059927273,46.53434545,6.994818182,74.11563636,,0.37,BDL,8.25,16.14,NS,NS,NS,NS,2025.575
7/28/25,WE4,8.4,0.75,S,8:57,9:11,41.826933,-83.197033,7,Clear,2.5,26.47620833,254.0723333,3.786583333,42.9851,7.869725,590.0516667,10.42,0.44,0.12,5.9,12.9,26669,117,1611.04,1789.208957,2025.575
7/28/25,WE6,3.1,0.75,S,11:12,11:25,41.70575,-83.3844,6,Partly cloudy,1.5,28.19516364,389.3609091,5.222018182,30.47699091,7.846645455,3805.481818,11.55,0.55,0.17,9.29,19.48,71947,307,1888.99,2106.167451,2025.575
7/28/25,WE8,5.1,0.75,S,8:16,8:32,41.833317,-83.3611,4,Clear,1.75,27.17116792,290.9937884,2.966932082,47.87237986,6.585786007,755.2230034,5.36,2.09,0.15,11.02,19.15,51000,504,1745.91,1948.955714,2025.575
7/28/25,WE8,,4,B,,,,,,,,26.08398462,284.3240769,2.330446154,55.84442308,6.185130769,38.68330769,,0.92,0.11,7.17,14.16,NS,NS,NS,NS,2025.575
